"","course_instructor","course_name","course_rating","course_university","course_review_num","course_desc","course_url","course_provider","course_price"
"192","Igor Ovchinnikov","Master Excel Spreadsheets With Ease",10,"","26 reviews","Learn Excel from scratch and succeed! Microsoft Excel tutorial that quickly takes your Excel skills to the next level.","https://www.coursetalk.com/providers/udemy/courses/microsoft-excel-with-ease-master-excel-spreadsheets","Udemy","$59.00"
"193","Itzik Pinhasov, Mr. Guy Ben-Moshe","Hebrew For Beginners",10,"","27 reviews","Learn Hebrew from scratch, speak, read and write! Unique system of learning, and experienced intructors.","https://www.coursetalk.com/providers/udemy/courses/hebrew-for-beginners","Udemy","$299.00"
"194","Simon Sez IT","Introduction to Microsoft Project 2010",10,"","26 reviews","Learn the basics of using Microsoft Project 2010","https://www.coursetalk.com/providers/udemy/courses/introduction-to-microsoft-project-2010","Udemy","$19.00"
"195","Don Giannatti","Portrait Photography with Simple Gear",10,"","26 reviews","Online Photography course - Using simple lighting gear to get much better portraits... from mild to wild.","https://www.coursetalk.com/providers/udemy/courses/portrait-photography-with-simple-gear","Udemy","$119.00"
"196","Frans van Agthoven","Deploy & Conquer: Learn Explainer Video Business Secrets",10,"","26 reviews","Frans reveals the secrets & tactics he uses for his dutch explainer video company ""DirectDuidelijk videos"".","https://www.coursetalk.com/providers/udemy/courses/deploy-conquer-learn-explainer-video-business-secrets","Udemy","$29.00"
"197","Chad Tennant, Publedge Online","The Complete Internet Marketing and Sales Strategies Course",10,"","26 reviews","Learn the essential internet marketing and sales strategies to increase your online presence, leads, sales, and profits.","https://www.coursetalk.com/providers/udemy/courses/online-marketing-and-social-media-strategy","Udemy","$199.00"
"198","Resit Gulec","Microsoft Project: How to Create Your Project Plan",10,"","26 reviews","Step by step creation of a project plan in Microsoft Project. Learn the practical usage of MS Project and SAVE MONEY!","https://www.coursetalk.com/providers/udemy/courses/microsoft-project-how-to-create-your-project-plan","Udemy","$299.00"
"199","Edward Slingerland","Chinese Thought: Ancient Wisdom Meets Modern Science - Part 2",10,"University of British Columbia","27 reviews","This course is designed to give students a thorough introduction to early (pre-221 BCE) Chinese thought, its contemporary implications, and the role of religion in human well-being. Important themes to be discussed include the ideal of wu-wei or “effortless action,” the paradox of how one can consciously try not to try, mindfulness techniques and self-cultivation, models of the self and society, rationality versus emotions, trust and human cooperation, and the structure and impact of different spiritual and political ideals.

This period of Chinese history witnessed the formation of all of the major indigenous schools of Chinese thought (Confucianism, Daoism, Mohism and Legalism), which in turn had an impact on the development of East Asian cultural history that is still felt today. We will also explore parallels with Western philosophical and religious traditions, the relevance of early Chinese thought for contemporary debates in ethics, moral education, and political philosophy, and the manner in which early Chinese models of the self anticipate recent developments in the evolutionary and cognitive sciences.

This course provides a full university semester’s worth of material broken into two parts. Each part of the course will last five weeks with a week-long break in between. For each part, there will be four weeks worth of new material. The fifth week will be reserved for review and completion of the final exam.

Part 2 builds upon Part 1 by exploring late Warring States thinkers such as the Confucian Mencius, the Daoist Zhuangzi, and the return to externalism in the form of Xunzi—who believed Mencius betrayed the original Confucian vision—and his former student Hanfeizi, a “Legalist” thinker who helped lay the foundations for the autocratic system that unified the Warring States into China’s first empire. We will conclude with some reflections on what it means to study religious thought, and the thought of other cultures, in a modern, globalized world. Part 2 can be taken as a stand-alone course, but will be more comprehensible and rewarding with the background provided in Part 1.

See also:

Chinese Thought: Ancient Wisdom Meets Modern Science - Part 1","https://www.coursetalk.com/providers/edx/courses/chinese-thought-ancient-wisdom-meets-modern-science-part-2","edX","Free"
"200","Captain Chris Pizzo","Advanced Close Combat Training: Scientific Self Defense",10,"","26 reviews","How To ""Download"" the world's deadliest self defense moves directly into your brain.","https://www.coursetalk.com/providers/udemy/courses/advanced-close-combat-training-scientific-self-defense","Udemy","$189.00"
"201","Jim Bruce","Guitar - Blues for Beginners",10,"","25 reviews","Guitar For Beginners - Learn blues guitar finger picking in the old style - how to play acoustic blues guitar.","https://www.coursetalk.com/providers/udemy/courses/guitar-lessons-learn-finger-picking-blues-guitar","Udemy","$9.00"
"202","Desmond Byram","Public Speaking & Communicating: Skip Theory, Master the Art",10,"","25 reviews","Public speaking. Presenting. Communicating. You do it, but are you succeeding? The SparkWords method proven by Thousands","https://www.coursetalk.com/providers/udemy/courses/public-speaking-skip-theory-dive-into-the-art-all-levels","Udemy","$297.00"
"203","Alex Genadinik","Marketing strategy to reach 1,000,000 people",10,"","26 reviews","Marketing strategy: cutting edge, practical, effective and very actionable marketing strategies to reach 1,000,00 people","https://www.coursetalk.com/providers/udemy/courses/marketing-strategy-to-reach-1000000-people","Udemy","$299.00"
"204","Mike Fishbein","The Ultimate Guide to Blogging",10,"","25 reviews","How to start a blog, What to blog about, how to promote your blog, and how to make money blogging","https://www.coursetalk.com/providers/udemy/courses/the-ultimate-guide-to-blogging","Udemy","$99.00"
"205","Rob Cubbon","Running A Web Design Business",10,"","25 reviews","How to make money by running a successful web design business from home and charging 4-figures plus for every website.","https://www.coursetalk.com/providers/udemy/courses/running-a-web-design-business","Udemy","$149.00"
"206","Calvin Liu","Learn Accounting. Understand Business.",10,"","25 reviews","Developing a Business Mindset through the Application of Accounting Concepts","https://www.coursetalk.com/providers/udemy/courses/learn-accounting-understand-business","Udemy","$199.00"
"207","BenJamin Wilson","Kindle Secrets: How I Wrote a Best Selling eBook In 72 hours",10,"","26 reviews","Kindle Insights:  Learn My Proven Kindle System to Write and Market a Kindle BestSeller, and earn $10,000+ in Royalties!","https://www.coursetalk.com/providers/udemy/courses/kindle-secrets-how-i-wrote-a-best-selling-ebook-in-72-hours","Udemy","$300.00"
"208","Miguel Hernandez","How to create an awesome demo video in Keynote",10,"","26 reviews","Learn to animate a cool demo video for your business with just Keynote easily with this Keynote tutorial","https://www.coursetalk.com/providers/udemy/courses/how-to-create-an-awesome-demo-video-in-keynote","Udemy","$199.00"
"209","Alun Hill","YOUTUBE How To Successfully Promote Your Business On YouTube",10,"","26 reviews","Learn quickly and easily the secrets to promoting your business on YouTube. Remarkably easy if you follow this course!","https://www.coursetalk.com/providers/udemy/courses/youtube-secrets-making-money-from-your-own-youtube-videos","Udemy","$299.00"
"210","Analytics 17","Business Analytics for Beginners: Using SAS",10,"","25 reviews","Learn Analytics starting from fundamentals to hands-on working on live industry projects. Includes Free SAS Access.","https://www.coursetalk.com/providers/udemy/courses/business-analytics-for-beginners-using-sas","Udemy","$249.00"
"211","Todd McLeod","Master Computers - From Beginner to Expert in One Week",10,"","24 reviews","Become a master of computers. In one week, you will understand how computers work and how to use them well.","https://www.coursetalk.com/providers/udemy/courses/master-computers-from-beginner-to-expert-in-one-week","Udemy","$10.00"
"212","Ruben Garcia","Crea un blog y Vive de tu Blog",10,"","25 reviews","Crea un blog para poder desarrollar tu propio negocio con un método a través de la experiencia de los que ya lo hacen.","https://www.coursetalk.com/providers/udemy/courses/blog-propio-y-vive-de-tu-blog","Udemy","$297.00"
"213","Elio Reyes","Programación de Excel con macros usando Visual Basic",10,"","25 reviews","Curso online con más de 7 horas de videos que te enseñarán desde cero a crear MACROS de Excel para ahorrar tiempo.","https://www.coursetalk.com/providers/udemy/courses/programacion-de-excel-con-macros-usando-visual-basic","Udemy","$67.00"
"214","Bradley Berger","Web Development: Make A Website That Will Sell For Thousands",10,"","25 reviews","Watch Over The Shoulder Of A Professional Web Developer, And Learn How To Code A Beautiful, Modern Website From Scratch","https://www.coursetalk.com/providers/udemy/courses/web-development-by-doing-html5-css3-complete-from-scratch","Udemy","$150.00"
"215","Julian Juenemann","Google Tag Manager Auto-Event Tracking for Google Analytics",10,"","25 reviews","Get started with Google Tag Manager and install Google Analytics Event Tracking easily","https://www.coursetalk.com/providers/udemy/courses/google-tag-manager-essentials-install-tracking-the-easy-way","Udemy","$199.00"
"216","Logan Bean, InfoJUICE Studio","Make The Right Video - Learn to make videos worth over $15K",10,"","24 reviews","Learn the secrets of agencies and high-end production studios - How you can consistently land BIG clients for thousands","https://www.coursetalk.com/providers/udemy/courses/make-the-right-video-learn-to-make-videos-worth-over-15k","Udemy","$297.00"
"217","Resit Gulec","PMP ® FULL Realistic Exams & PMP Math Lectures",10,"","25 reviews","Evaluate your readiness for the real exam. PMP® Math Lectures cover all math needed for PMP®. (PMBOK5® Compliant)","https://www.coursetalk.com/providers/udemy/courses/pmpr-full-realistic-exam-pmp-math-lectures","Udemy","$99.00"
